"Hugo_Symbol","Percent_Mut","Percent_AMP","Percent_DEL","Percent_AnyAlteration"
"A1BG",0.275482093663912,0.275482093663912,5.50964187327824,6.06060606060606
"A1CF",0.275482093663912,0.826446280991736,0,1.10192837465565
"A2BP1",0.826446280991736,0,0,0.826446280991736
"A2M",0.550964187327824,4.40771349862259,0.275482093663912,5.23415977961433
"A2ML1",0.275482093663912,4.40771349862259,0.275482093663912,4.95867768595041
"AACS",0.275482093663912,1.37741046831956,0.275482093663912,1.92837465564738
"AADACL2",0.550964187327824,0,0.275482093663912,0.826446280991736
"AADACL4",0.275482093663912,0,0.826446280991736,1.10192837465565
"AADAT",0.275482093663912,0,3.85674931129477,4.13223140495868
"AAGAB",0.275482093663912,0,0,0.275482093663912
"AAMP",0.275482093663912,0,0.275482093663912,0.550964187327824
"AASDH",0.275482093663912,2.20385674931129,0.275482093663912,2.75482093663912
"AATF",0.550964187327824,0.275482093663912,0,0.826446280991736
"ABCA1",0.826446280991736,0.275482093663912,0,1.10192837465565
"ABCA12",0.550964187327824,0,0.275482093663912,0.826446280991736
"ABCA13",2.20385674931129,0.275482093663912,0,2.47933884297521
"ABCA2",0.275482093663912,1.92837465564738,0.275482093663912,2.47933884297521
"ABCA4",0.550964187327824,0,0.550964187327824,1.10192837465565
"ABCA5",0.275482093663912,1.10192837465565,0,1.37741046831956
"ABCA6",0.550964187327824,1.10192837465565,0,1.65289256198347
"ABCA7",1.10192837465565,5.23415977961433,0,6.33608815426997
"ABCA8",0.275482093663912,1.10192837465565,0,1.37741046831956
"ABCA9",0.550964187327824,1.10192837465565,0,1.37741046831956
"ABCB1",0.826446280991736,0.275482093663912,0,1.10192837465565
"ABCB10",0.550964187327824,0,0,0.550964187327824
"ABCB4",0.550964187327824,0.275482093663912,0,0.826446280991736
"ABCB5",0.826446280991736,0.275482093663912,0,1.10192837465565
"ABCB7",0.826446280991736,1.37741046831956,1.37741046831956,3.58126721763085
"ABCB9",0.275482093663912,1.37741046831956,0.826446280991736,2.47933884297521
"ABCC10",1.10192837465565,0.550964187327824,0,1.65289256198347
"ABCC11",0.826446280991736,0.275482093663912,0,1.10192837465565
"ABCC12",0.275482093663912,0.275482093663912,0,0.550964187327824
"ABCC3",0.275482093663912,0,0,0.275482093663912
"ABCC4",0.275482093663912,0.550964187327824,0.550964187327824,1.37741046831956
"ABCC5",0.275482093663912,0.550964187327824,0,0.826446280991736
"ABCC8",0.275482093663912,0.550964187327824,0.826446280991736,1.65289256198347
"ABCC9",0.275482093663912,3.03030303030303,0,3.30578512396694
"ABCD2",0.275482093663912,0.826446280991736,0,1.10192837465565
"ABCE1",0.550964187327824,0,2.47933884297521,3.03030303030303
"ABCF2",0.275482093663912,2.47933884297521,0,2.75482093663912
"ABCG2",0.275482093663912,0,0,0.275482093663912
"ABCG4",0.275482093663912,3.03030303030303,0,3.30578512396694
"ABCG5",0.275482093663912,0.275482093663912,0,0.550964187327824
"ABCG8",0.275482093663912,0.275482093663912,0,0.550964187327824
"ABHD13",0.275482093663912,1.92837465564738,0.275482093663912,2.47933884297521
"ABHD15",0.275482093663912,0,0.275482093663912,0.550964187327824
"ABHD2",0.275482093663912,0.275482093663912,0,0.550964187327824
"ABHD4",0.275482093663912,1.92837465564738,0,2.20385674931129
"ABI3BP",0.550964187327824,0.275482093663912,0.826446280991736,1.65289256198347
"ABL2",0.275482093663912,0.275482093663912,0,0.550964187327824
"ABLIM1",0.275482093663912,0,1.92837465564738,2.20385674931129
"ABP1",0.550964187327824,0,0,0.550964187327824
"ABR",0.275482093663912,0.550964187327824,0,0.826446280991736
"ABRA",0.275482093663912,1.92837465564738,0,2.20385674931129
"ABTB2",0.275482093663912,0,0.826446280991736,1.10192837465565
"ACACA",1.37741046831956,0,0.275482093663912,1.65289256198347
"ACACB",1.65289256198347,0.275482093663912,0.826446280991736,2.75482093663912
"ACAD11",0.275482093663912,0,0.275482093663912,0.550964187327824
"ACAD9",0.275482093663912,0,0.550964187327824,0.826446280991736
"ACADVL",0.826446280991736,0.275482093663912,0,1.10192837465565
"ACAN",1.10192837465565,0.275482093663912,0,1.37741046831956
"ACAP1",0.275482093663912,0.275482093663912,0,0.550964187327824
"ACAT2",0.275482093663912,0,0.550964187327824,0.826446280991736
"ACBD3",0.275482093663912,0,0.275482093663912,0.550964187327824
"ACCN3",0.275482093663912,0,0,0.275482093663912
"ACCN5",0.275482093663912,0,0,0.275482093663912
"ACCS",0.275482093663912,0.275482093663912,0.275482093663912,0.826446280991736
"ACE",0.550964187327824,1.10192837465565,0,1.65289256198347
"ACE2",0.275482093663912,0.550964187327824,1.65289256198347,2.47933884297521
"ACER2",0.275482093663912,0,1.37741046831956,1.65289256198347
"ACIN1",0.550964187327824,1.92837465564738,0,2.47933884297521
"ACLY",0.275482093663912,0,0,0.275482093663912
"ACO1",0.550964187327824,0,0.275482093663912,0.826446280991736
"ACO2",0.550964187327824,0.550964187327824,0.826446280991736,1.92837465564738
"ACOT11",0.275482093663912,0,0.550964187327824,0.826446280991736
"ACOT4",0.550964187327824,0,0,0.550964187327824
"ACOT8",0.275482093663912,0,0,0.275482093663912
"ACOT9",0.275482093663912,0.275482093663912,1.92837465564738,2.47933884297521
"ACOXL",0.275482093663912,0,0,0.275482093663912
"ACP1",0.275482093663912,0.550964187327824,0.826446280991736,1.65289256198347
"ACPP",1.10192837465565,0,0.275482093663912,1.37741046831956
"ACRBP",0.275482093663912,6.61157024793388,0,6.8870523415978
"ACRC",0.826446280991736,1.10192837465565,0,1.92837465564738
"ACSBG1",0.826446280991736,0,0.275482093663912,1.10192837465565
"ACSBG2",0.275482093663912,2.47933884297521,0,2.75482093663912
"ACSF3",0.826446280991736,0,0.275482093663912,1.10192837465565
"ACSL1",0.275482093663912,0,3.85674931129477,4.13223140495868
"ACSL4",1.10192837465565,0.550964187327824,0,1.65289256198347
"ACSL6",0.275482093663912,0.550964187327824,0.275482093663912,1.10192837465565
"ACSM1",0.826446280991736,0.275482093663912,0,1.10192837465565
"ACSM2A",0.550964187327824,0.275482093663912,0,0.826446280991736
"ACSM2B",0.550964187327824,0.275482093663912,0,0.826446280991736
"ACSM4",0.550964187327824,5.78512396694215,0.275482093663912,6.61157024793388
"ACSM5",0.826446280991736,0.275482093663912,0,1.10192837465565
"ACSS3",0.275482093663912,0,0.275482093663912,0.550964187327824
"ACTB",0.275482093663912,0,0.550964187327824,0.826446280991736
"ACTBL2",0.275482093663912,0,0.275482093663912,0.550964187327824
"ACTL6A",0.275482093663912,0.550964187327824,0,0.826446280991736
"ACTL8",0.275482093663912,0,0.550964187327824,0.826446280991736
"ACTL9",0.275482093663912,2.47933884297521,0,2.75482093663912
"ACTN1",0.275482093663912,0,0,0.275482093663912
"ACTR10",0.275482093663912,0.275482093663912,0,0.550964187327824
"ACTR3B",0.275482093663912,2.20385674931129,0,2.47933884297521
"ACTR3C",0.275482093663912,2.20385674931129,0,2.47933884297521
"ACTRT1",0.275482093663912,1.10192837465565,0.275482093663912,1.65289256198347
"ACTRT2",0.275482093663912,0,0.826446280991736,1.10192837465565
"ACVR1B",0.275482093663912,0,0.826446280991736,1.10192837465565
"ACVR1C",0.275482093663912,0,0,0.275482093663912
"ACVR2A",0.275482093663912,0,0,0.275482093663912
"ACVRL1",0.550964187327824,0,0.826446280991736,1.37741046831956
"ADAD1",0.550964187327824,0,0.550964187327824,1.10192837465565
"ADAM11",0.275482093663912,0,0,0.275482093663912
"ADAM15",0.275482093663912,0.826446280991736,0,1.10192837465565
"ADAM2",1.10192837465565,0.550964187327824,0,1.65289256198347
"ADAM20",0.550964187327824,0,0,0.550964187327824
"ADAM22",0.275482093663912,0.275482093663912,0,0.550964187327824
"ADAM23",0.550964187327824,0,0,0.550964187327824
"ADAM28",1.10192837465565,0.275482093663912,0,1.37741046831956
"ADAM29",0.275482093663912,0,3.30578512396694,3.58126721763085
"ADAM30",0.275482093663912,0,0.826446280991736,1.10192837465565
"ADAM32",0.275482093663912,0.550964187327824,0,0.826446280991736
"ADAM7",0.550964187327824,0.275482093663912,0,0.826446280991736
"ADAMTS1",0.275482093663912,0,0,0.275482093663912
"ADAMTS13",0.275482093663912,1.37741046831956,0.275482093663912,1.92837465564738
"ADAMTS14",0.275482093663912,0,0,0.275482093663912
"ADAMTS16",0.275482093663912,0,1.10192837465565,1.37741046831956
"ADAMTS18",0.275482093663912,0,0,0.275482093663912
"ADAMTS19",0.550964187327824,0,0.275482093663912,0.826446280991736
"ADAMTS20",0.550964187327824,0.275482093663912,1.92837465564738,2.75482093663912
"ADAMTS3",1.37741046831956,0,0.550964187327824,1.92837465564738
"ADAMTS5",0.826446280991736,0,0,0.826446280991736
"ADAMTS7",0.275482093663912,0,0.275482093663912,0.550964187327824
"ADAMTS9",1.37741046831956,0.550964187327824,0.826446280991736,2.75482093663912
"ADAMTSL1",0.275482093663912,0,1.10192837465565,1.37741046831956
"ADAMTSL3",0.275482093663912,0.275482093663912,0,0.550964187327824
"ADAMTSL4",0.275482093663912,0.550964187327824,0,0.826446280991736
"ADAP1",0.275482093663912,0,1.10192837465565,1.37741046831956
"ADAP2",0.275482093663912,0.275482093663912,0.275482093663912,0.826446280991736
